,#peaks_0.05,#peaks_0.1,freq 0,freq 1,freq 2,freq 3,freq 4,height 0,height 1,height 2,height 3,height 4,width 0,width 1,width 2,width 3,width 4,prominence 0,prominence 1,prominence 2,prominence 3,prominence 4,second harmonics ,target
0,47,37,16.333333333333336,14.583333333333336,16.500000000000004,14.083333333333336,17.000000000000004,0.009279576272970848,0.008939810335829093,0.008834403613694933,0.008347036840125924,0.007826286072714484,5.326312070456197,1.0647534745182554,0.9813519890002169,1.2292428649045632,1.4184747988431923,0.008568551773909305,0.006659198542945383,0.0030457349014206834,0.006241014894364485,0.0044604488801353965,0,1.0
1,46,30,12.833333333333336,12.000000000000002,11.083333333333336,12.666666666666668,13.833333333333336,0.0143271404974182,0.012430251086507128,0.0111117351764069,0.010166457006290605,0.009711200406128785,1.3345299723144706,2.196597049615292,1.1867961759069203,0.9968468718880104,1.400773432786309,0.013815972931740835,0.011466079819336346,0.009563359054490846,0.009144253767402508,0.007762852621204044,0,1.0
2,39,26,15.500000000000002,17.000000000000004,14.583333333333336,16.500000000000004,14.333333333333336,0.009945299463112716,0.009912475675549957,0.009245411232884195,0.009044746041314332,0.008611061268079834,2.8969519062470965,1.2280056964053188,1.3799487953039886,1.4915329087232863,1.4019569461798653,0.009681462206022805,0.008402708558116104,0.008812443707282036,0.006466728910572253,0.005610892011938587,0,1.0
3,46,26,17.000000000000004,16.166666666666668,15.500000000000002,16.500000000000004,16.666666666666668,0.02019065289070544,0.017434630596932846,0.017392675155617227,0.01574164284401864,0.014568829612807057,2.0953635652751075,1.793379697661237,1.4612687575859695,1.1327493144568734,0.8960532308930169,0.019617930468832586,0.013007345439635557,0.013488233259613057,0.006459397909351971,0.003931418224887606,0,1.0
4,4,2,8.487333736396613,16.851662636033858,1.7220677146311971,1.3530532043530834,0.6150241837968561,0.013457954214034576,0.008602031557996886,0.004335051996338553,0.003908995091952648,0.002635522384424369,2.1108226980972233,1.3476465812964022,6.265875888006978,1.5783944724791503,1.4767207343478876,0.013258153185023616,0.008540489955726763,0.0041091377718642805,0.001128587580349164,0.0015050102311125755,1,1.0
5,3,2,8.487333736396613,16.851662636033858,1.3530532043530834,1.1070435308343407,7.8723095525997575,0.02134569929008157,0.015374258139166682,0.003315516402107543,0.0030509485820485174,0.0021166773469402365,2.086682664513347,1.318819310752957,4.498887463966729,0.8249235656956913,0.5788420727250951,0.02123072666160059,0.01531647143016533,0.0031522639788294335,0.0012466648765175087,2.1312211833671157e-05,1,1.0
6,5,4,8.487333736396613,16.851662636033858,5.0431983071342215,1.7220677146311971,3.4441354292623942,0.011131585595692509,0.009203181160115452,0.002933123089966132,0.002225457659406083,0.001081868002769508,2.1378503216592435,1.2971583983128028,1.2129223204227486,1.1565415491714433,1.3394321211453466,0.011107580961432429,0.009113130265206673,0.0028789911617883423,0.0021175460446863814,0.0009255387809131944,1,1.0
7,5,5,16.851662636033858,8.487333736396613,1.3530532043530834,5.0431983071342215,12.669498186215234,0.0149743559770295,0.014689016786917704,0.004424167209412917,0.0030841216763607578,0.0030220975757562613,1.3221225593692054,2.0588782395938097,1.2257879403384315,1.1143833863352555,1.0893221409158684,0.01494991660167978,0.01462027143293014,0.004274083046545059,0.002870199873965632,0.002993799144625725,1,1.0
8,3,3,8.487333736396613,16.851662636033858,12.669498186215234,4.305169286577993,13.530532043530837,0.017387551531665615,0.008337420787613672,0.002357714477172122,0.001128043102525083,0.0009991649399911048,2.0355354323813515,1.313904356379652,1.0732967440513477,2.113594577340919,1.1879058606938884,0.017311051805849163,0.008264414846439338,0.0022701005237807156,0.0009851734813189114,0.0008417069629772778,1,1.0
9,8,3,11.940370370370374,6.0281481481481505,0.8114814814814816,1.2751851851851854,3.941481481481482,0.008117617303565212,0.00212239964361221,0.0020486652381826397,0.0017273603926771233,0.001405832577046335,1.410866395701433,1.5296623132262397,3.1159964905659905,1.7912519907814524,2.188435161657555,0.008114441777541349,0.002069098202644447,0.001955812804303243,0.0008257370025644593,0.0012425339364134172,1,1.0
