,#peaks_0.05,#peaks_0.1,freq 0,freq 1,freq 2,freq 3,freq 4,height 0,height 1,height 2,height 3,height 4,width 0,width 1,width 2,width 3,width 4,prominence 0,prominence 1,prominence 2,prominence 3,prominence 4,second harmonics ,#peaks_0.05,#peaks_0.1,freq 0,freq 1,freq 2,freq 3,height 0,height 1,height 2,height 3,width 0,width 1,width 2,width 3,prominence 0,prominence 1,prominence 2,prominence 3,second harmonics ,target
10,3,3,11.9994102034798,5.9997051017399015,17.999115305219703,1.4999262754349751,1.6999164454929718,0.02039245076458397,0.012161080374848629,0.003386879821124167,0.003105903514925437,0.002991329970002205,1.1984988125606009,1.214136104040712,1.2959275456786088,5.3915020613691125,0.58182526051311,0.020355847344380583,0.012059589576027213,0.003354735906415599,0.002936455997841311,0.00024914255206961566,1,1,1,11.992529244077463,11.697630983977197,11.206133883810086,12.582325764277993,16.611353604030448,2.577672706341009,1.4823952625434305,1.2000759073799496,1.7208880372656807,2.5594117194071373,1.2477424117072358,2.2058214643061973,16.563292616517995,2.2204385482168503,0.8021476416360658,0.6548259182016123,0,1.0
11,7,4,11.9994102034798,5.9997051017399015,2.099896785608965,1.6999164454929718,3.2998378059569453,0.014157471358971975,0.006052418229518254,0.002952186516954507,0.002701199771861927,0.0015954079082004713,1.1879792834356095,1.3308383696224482,1.456029891675442,1.2593379569944627,3.5473196215687963,0.014081313713794485,0.005962671230805268,0.0028398876901913404,0.0022205839533238183,0.0014621310530629314,1,7,3,11.992529244077463,1.3761918804679052,5.996264622038732,11.697630983977197,11.354371409258905,5.412572093548727,2.82195282333133,2.0654865083409715,1.6839778667109613,1.4565434480455757,1.3509488572452568,2.2269569694557703,11.3165722540064,5.3498151705398085,2.771229881893772,1.7518243023296365,1,1.0
12,20,4,11.9994102034798,5.099749336478915,2.899857465840952,5.9997051017399015,4.599773911333924,0.012260411265541612,0.002318466389100665,0.002283701550178615,0.0021228172261042394,0.00191644493674408,1.3400043728220368,1.4097124765935192,1.5055523514375722,1.5625966900358181,3.993137316425795,0.012254000061446094,0.0022761168101629843,0.0020590812270419143,0.0016010593739032677,0.0013225642071539893,1,2,1,11.992529244077463,11.697630983977197,5.996264622038732,12.680625184311412,16.21737095589301,2.488292245528576,1.71294662221764,1.1639469270764402,1.6765751197273744,2.683939826785064,1.3873158668223908,1.5477875709283353,16.177224882853437,2.0806494729673344,1.6388799470298292,0.33491343840204146,1,1.0
13,11,2,11.9994102034798,5.9997051017399015,3.5998230610439403,5.299739506536913,2.9998525508699503,0.010604777018627576,0.002453156328377521,0.002378512511912605,0.001707691617069729,0.0015984521261779335,1.2497081659323896,1.6322073916048367,3.021321702709166,1.7981966339332733,3.076956030107919,0.010572607706685095,0.002393689195444807,0.002175633772071531,0.0012314674116361186,0.0013215384763947734,1,3,2,11.992529244077463,5.996264622038732,11.697630983977197,6.979258822372946,13.30974306629901,4.436187067086778,2.1025077776727152,1.507571418093349,1.6533677143609251,1.3509201263569182,2.7768822183994786,2.187657178666342,13.267576816955199,4.392127900978425,1.9222529348971031,1.272843820354406,1,1.0
14,3,3,5.9997051017399015,11.9994102034798,17.999115305219703,12.399390543595796,17.39914479504571,0.015234759759520884,0.0147497999720304,0.008715557646439644,0.0011116281015660008,0.0010438033082357976,1.0808556795324549,1.2197757998536645,1.3632021339660128,0.6849153575651457,1.5625835456514778,0.015200135373415828,0.01471571373688917,0.008670705714539439,0.0002301902032845777,0.0008888042052683883,1,2,2,11.992529244077463,5.996264622038732,11.697630983977197,17.988793866116193,12.181741690529135,7.760048885972455,1.861373050502072,1.4092692372291542,1.7128667444848276,1.328642616812452,2.394599285862782,2.1563648437872867,12.144086952524546,7.6951177264143595,1.5774298624505996,1.3764770138091538,1,1.0
15,50,34,14.583333333333336,9.833333333333334,9.583333333333334,10.166666666666668,16.333333333333336,0.00385133394718499,0.003666765189657457,0.003486812258151641,0.0034480944857041233,0.003088936312884965,1.4684408349441185,1.7154402150494832,2.8677498560664105,1.4518293792689008,1.6513114068200707,0.003733176386096942,0.0034521851112409275,0.002448152240673481,0.003013777647061721,0.002795126427779996,0,52,25,11.960350618497582,13.271073973949372,12.779552715654953,9.502744327025477,3.198729123915568,2.6482942930393016,2.602402632656473,2.3445803850986504,2.4840829829271627,2.417729094960208,1.778797018104342,2.9121354314806496,3.150717390537597,2.548777539860124,1.9516370185705412,2.118597821965203,0,0.0
16,51,36,12.916666666666668,11.500000000000002,9.583333333333334,13.250000000000002,12.250000000000002,0.006834578679445351,0.006176888157225116,0.005743179599620246,0.0056194354040131796,0.005500636682098325,6.207880424326702,1.1804602430325415,2.4642591493608847,1.8639446663976005,2.025138752066312,0.006541404193876743,0.00543819895742661,0.005330936576203657,0.0010684496806339769,0.004097818637734577,0,42,29,11.878430408781846,13.189153764233634,12.779552715654953,12.943393135086426,2.9317321467028807,2.884678324933198,2.7052750468042803,2.6969023992500443,4.118959455979876,2.423703723691375,1.0754045531656686,1.0370823322468825,2.881001814495963,2.4317168596845837,2.213587062979756,1.3225483170325194,0,0.0
17,48,33,10.666666666666668,10.166666666666668,9.500000000000002,14.583333333333336,12.000000000000002,0.007075367981166253,0.0053013319993694755,0.005160192430644485,0.004958105746372849,0.00483022702468195,1.2481127826299172,1.4741324217892924,2.3055949380061382,1.4646549175739665,1.6684937234209087,0.006976965671224564,0.004571534282216985,0.004627421679953562,0.0047859416135240355,0.004369992069721324,0,42,23,11.960350618497582,13.271073973949372,10.649627263045792,12.124191037929055,3.5873839114506483,2.719561163380822,2.6770610717588315,2.58130302236914,2.2695798176846442,2.8888178045353072,1.6020364276062935,0.9176932313555426,3.545201784642199,2.439884384599042,1.9500071915537447,1.1913157448169809,0,0.0
18,47,35,14.583333333333336,10.166666666666668,16.333333333333336,14.083333333333336,9.666666666666668,0.005138406944537742,0.004781279425268706,0.0047447116756127615,0.004659665966793757,0.004538199989126422,1.4825018820787363,1.2487653487028467,1.3755818439321388,1.8196145764160008,4.6361356026044405,0.00485439826552357,0.004509538806925832,0.0041964006387989,0.00398986871153265,0.003750625270295069,0,52,41,12.04227082821332,11.141148521340213,8.929302859015321,11.386909150487424,2.418548652792412,2.3786862325589984,2.334574367481791,2.333145047084381,4.6357417009285475,4.8227730711440975,1.3111535836736294,0.6747062906901533,2.369694771789987,1.9517357774052668,1.983099409115068,0.5172585374782999,0,0.0
19,38,13,15.583333333333336,13.250000000000002,12.916666666666668,13.750000000000002,12.250000000000002,0.013491721544423496,0.010715920235305869,0.00998556408008227,0.009801284335454043,0.009663320281050174,1.4538964077758862,7.177615326317892,0.9293873379671992,3.7681198848677298,2.427877971049469,0.013064245544569732,0.009418386016759098,0.003310590417606465,0.007631407790537355,0.009389498800386566,0,40,20,13.189153764233634,12.28803145736053,12.943393135086426,11.878430408781846,4.0595401984843615,3.8303220899830537,3.0977825576861355,2.533452010854597,2.0246899294230047,1.9999326526020127,1.7861510296044116,1.9330758152612475,4.029998315612915,3.4620146272872585,2.0119932650501564,2.2764598947459067,0,0.0
20,53,39,16.333333333333336,10.166666666666668,11.166666666666668,13.250000000000002,9.583333333333334,0.005138341084486866,0.004939763065317068,0.004681674967362309,0.004657358229328364,0.004653479203845903,1.9159482618184145,1.39052560200912,3.1284971618752024,1.5569840863576871,2.2752543278374158,0.0050065125003627255,0.004869016486033964,0.004507209605711044,0.0041449928671730965,0.004285382456170947,0,48,25,13.189153764233634,14.09027607110674,13.516834603096585,11.960350618497582,3.511937220799015,2.61210219382106,2.252204003950861,2.2270295273596736,2.6681110078861536,2.1891328763088893,0.8344186928409556,2.139677701460755,3.4193669566041938,1.897568652721552,1.0284514924137769,1.4927864822830514,0,0.0
21,48,28,6.833333333333334,9.416666666666668,14.916666666666668,9.583333333333334,14.333333333333336,0.006248090202586224,0.004428773256186955,0.00398699060150006,0.003985545764400488,0.0037958435437452096,1.9814098656824228,3.3767505352790583,1.3321412961343242,0.7133392202662066,2.087941028211077,0.006055765807839553,0.003988430625472882,0.003739906021368941,0.0011972867933209338,0.003399483011999509,1,45,25,6.5536167772589495,12.28803145736053,5.7344146801015805,7.454739084132055,2.7015886843251384,2.6530360727890683,2.4779864294440688,2.438841618905561,3.1663332883316286,1.839701571968618,4.2262459229530975,2.0278022598212004,2.6594092613926987,2.563308033659854,2.218745095256312,2.2291692892008013,0,0.0
22,65,43,9.500000000000002,9.166666666666668,9.833333333333334,6.916666666666668,6.333333333333334,0.005497479287979014,0.005486799996330657,0.004841267447205779,0.004772299381700297,0.0046439735637159385,2.6287059032770093,1.7395745154829996,0.9342879776470738,1.6555636118007442,1.7589889663353375,0.005248247993000374,0.0033694193614954237,0.002313920049192995,0.004072536901770499,0.0037465122739339623,0,37,13,9.011223068731056,8.847382649299579,8.519701810436635,9.830425165888425,3.917410259351192,3.897104427778285,3.5639400493376123,3.1103191022302563,5.157880960930385,0.9862084688880088,2.3800589781808266,3.663101752493717,3.86912069311036,2.0375384270338683,2.28497219787329,2.489604181865193,0,0.0
23,58,42,9.333333333333334,9.583333333333334,6.916666666666668,9.166666666666668,10.083333333333334,0.004075260784957268,0.0037683550875951795,0.0037137500489762883,0.003091008338956761,0.003064550698640225,4.491067049590826,1.1785383682528447,1.9752273719720816,0.8392753661253352,2.3799001926817027,0.003898368428744479,0.00022033659382017862,0.0035581698731548548,0.0017526500300494546,0.0023012649492655515,0,49,34,5.7344146801015805,6.635536986974686,12.28803145736053,4.833292373228475,2.9177350832654287,2.8447830359961044,2.3571415841808974,2.267435461449937,5.849329746619206,2.8206029227502256,1.7967013873192743,6.730887771079217,2.873912717517636,2.297314233337519,2.2664763638289678,1.8241510449177785,0,0.0
24,58,41,6.916666666666668,9.166666666666668,9.833333333333334,14.333333333333336,8.583333333333334,0.0044040812867517706,0.004260911137141939,0.004152449630257473,0.003921388792185418,0.003783785078732474,1.4501344708253328,1.3203854577710388,1.9945939257582097,2.762719962198304,1.4983560409921068,0.004308357920187527,0.004092584450282886,0.0023858443169915075,0.003865670866030016,0.00357123009235344,1,32,17,8.847382649299579,8.519701810436635,9.011223068731056,9.830425165888425,3.7749270871669447,3.698798803074169,3.66280700594796,3.4265558765224315,2.7949238641681973,1.6605287924796812,1.1081223442470645,3.7380069270882794,3.739433894280092,1.9072068452366635,1.939500268521266,2.755407433006623,0,0.0
25,36,23,14.333333333333336,16.166666666666668,15.666666666666668,16.500000000000004,8.583333333333334,0.009441657819320522,0.007817991038962132,0.007236699116554158,0.007127388742172488,0.006409420538078317,1.7659220810378995,1.2104214027646665,0.93568163555949,1.5553281493181432,2.1611977747034388,0.009093430474034308,0.006385948352504834,0.004805856680933178,0.004972579791253025,0.005803946831941079,1,47,23,8.601622020152371,14.336036700253947,8.765462439583844,9.830425165888425,2.8573610976639374,2.836216532102571,2.5305904751577493,2.471419837797053,4.688310801685105,2.3117124197739543,0.9698813467582283,1.4286257658355055,2.813690862039574,2.7886808801080303,0.9647873624234432,2.3862127255254,0,0.0
26,49,31,13.750000000000002,14.333333333333336,15.416666666666668,17.250000000000004,14.833333333333336,0.011175871060999123,0.01089545111952418,0.010684924359681795,0.010556262505670409,0.009155150921075187,1.7035887565785115,1.5057380207962865,2.8056395222966732,1.3771496733192237,2.6869282285982194,0.010843982639874556,0.009531633666216713,0.009322606752253848,0.009477554123492184,0.005905264345457836,0,38,19,13.1072335545179,15.646760055705741,17.203244040304742,14.6637175391169,2.5212408102764483,2.3257730578951787,2.1764296905191043,2.088732004309597,2.0755985768091136,4.725699459055988,1.6326802588903035,3.980130994431107,2.49270961349977,2.178988064211964,1.9194067293450576,1.7880600799446655,0,0.0
27,46,26,8.833333333333334,9.583333333333334,8.583333333333334,7.750000000000001,8.250000000000002,0.01067551776468743,0.009960133963964021,0.009688353337834316,0.006789312304300146,0.0067535994362198535,1.989486290147326,2.092310557101655,1.0761580488959908,1.4064330571369508,1.678169272756293,0.010535962004742012,0.007807725173103449,0.008866810887567723,0.006317265833813985,0.004920950891586941,0,42,18,8.601622020152371,8.765462439583844,9.584664536741213,9.093143278446794,4.11845019351026,3.708297103210316,3.0109426138830964,2.877843487746459,5.191080401090346,1.0760614342624135,2.1558888202078066,1.0442082936690582,4.0702110935950095,1.4181657521385485,2.4661122543126,1.2564275900054198,0,0.0
28,52,42,14.333333333333336,15.666666666666668,16.166666666666668,13.750000000000002,15.916666666666668,0.008775018337155499,0.008775002552912267,0.008182923751099355,0.007712848299415022,0.007533396433971419,3.5711480388980306,1.089368854618982,0.9890165427707416,1.7166744531360223,1.062600749660902,0.0083667090315566,0.007525747414750538,0.007044799851111897,0.006535214354838549,0.0056618335984175575,0,43,22,8.601622020152371,8.765462439583844,8.437781600720898,7.454739084132055,4.140250062823459,2.924612233234741,2.2471571544829176,2.060321198774695,1.2477941768704568,0.9247029073494986,1.4669356916460714,2.1711219987949875,4.071736800346232,1.8081834643827928,1.6505214399221662,1.447715273604879,0,0.0
29,51,35,8.583333333333334,10.750000000000002,9.083333333333334,10.333333333333334,10.500000000000002,0.0055797501251718,0.0053372841919115295,0.0052961004783127754,0.004980047460308943,0.004965672573112917,9.995435329001909,1.2839766238728885,1.5815750641011592,3.9197547501388783,0.6275127039700976,0.005324422321007404,0.005072784058491061,0.0021070740143448773,0.00416738659660225,0.0010591235053717752,0,41,27,8.765462439583844,9.584664536741213,12.04227082821332,8.601622020152371,2.7104634014564124,2.66291395307434,2.594401762250003,2.2945886294216224,2.406680303827045,2.623853740457278,2.1365632238385217,1.0002409547789597,2.6512068276720067,2.508641518157284,2.478617637421352,1.351645537245296,0,0.0
30,34,16,11.824444444444447,0.8114814814814816,1.2751851851851854,1.6229629629629632,11.244814814814816,0.004757344830852166,0.002530618194500169,0.0022849812330614913,0.0020310332963257897,0.002027472614722364,3.7949652174260535,2.099912709270625,4.322264351243838,1.3247066947061068,2.3876939614032584,0.004720733154307434,0.0024745474981076555,0.0014821739967249296,0.0004518619763990103,0.0011180646005147852,1,20,5,11.623931623931625,8.888888888888891,10.940170940170939,10.712250712250713,3.4370957411466403,1.773051534215467,1.6445376853887843,1.6177593813653337,4.393270662947941,2.3801374745793,6.648164931186769,0.6911410395518516,3.287323551600615,1.6691832175672532,1.495883865058584,0.11215676125837447,0,0.0
31,22,7,11.940370370370376,0.8114814814814816,1.1592592592592594,1.7388888888888892,2.3185185185185198,0.006829430752360354,0.006584534563168764,0.00601031727030125,0.0045050036097605715,0.004309377931825157,1.495033764297176,2.3336920165998327,1.1615697641033638,0.9472118368855896,4.382334155489412,0.006749028444110554,0.0064872449619358865,0.003679736814806074,0.0038747930196532734,0.004136541653141475,1,25,9,11.851851851851851,11.623931623931625,10.370370370370368,10.598290598290598,2.955213496129547,2.9308540620042085,2.250276014887445,2.0558907648522067,4.9029652249836175,0.9078387130949608,5.207438642634955,1.105559394122977,2.8760342111142814,0.6466160942950361,1.4074650792879906,0.15124789093887234,0,0.0
32,6,1,11.940370370370376,0.8114814814814816,1.3911111111111114,6.028148148148151,1.6229629629629632,0.010401812972752823,0.002809030863773237,0.0024262308194971005,0.0016915319970689294,0.001492937017365478,1.3787586866773154,2.038656091283852,1.4140005401779447,2.5622849914744563,1.5347167662602992,0.010339089240780863,0.0027444562260397665,0.0016622458611455081,0.0014886996132993991,8.936596613604997e-05,1,15,3,11.851851851851851,10.598290598290598,11.282051282051285,7.521367521367521,4.436547286350058,1.7776623659744513,1.4426030650474921,1.3285327833155496,2.5437842207576717,4.666167966125869,1.827410037221909,4.081462303443196,4.395880789303241,1.1668596221952194,0.5777050738235125,1.0258066002163877,0,0.0
33,6,2,11.940370370370376,0.6955555555555557,1.1592592592592594,1.5070370370370374,1.7388888888888892,0.009634077837378293,0.003242205929331052,0.00317949685617664,0.0021239800161761235,0.002113457879602,1.345899146988998,3.3194204428900997,1.1233524385526774,1.3435299209926086,0.8165044198329596,0.009589909393707012,0.003040980725328784,0.002609784097151437,0.0015885203572500153,0.0009310688596176617,0,21,5,11.851851851851851,10.484330484330485,10.142450142450144,9.800569800569802,3.100590762066032,2.0674382345048703,1.4466033510197198,1.3688930850505951,2.77302890565781,3.3293445990682216,0.8343508632189724,1.9354197388634733,2.9856545309812623,1.7663386147727178,0.5199841271213849,0.6998922233967375,0,0.0
34,34,19,11.940370370370376,3.1300000000000003,0.9274074074074076,1.1592592592592594,2.550370370370371,0.006240006202651622,0.004134448433069508,0.003753502663336911,0.003550678545697974,0.003527527401345236,3.00163879227513,1.6280626898130528,2.3250559338757286,3.031677608169004,1.2555272312470755,0.006150571460656235,0.0040167468587363545,0.003257701244661536,0.002031638816167159,0.0023668125964990557,0,29,6,11.623931623931625,12.079772079772079,8.091168091168091,7.635327635327635,3.333870621668673,1.637102588877802,1.5055240074285468,1.452622731390702,3.2501941741659417,2.1338865502062987,2.2259515599819224,1.9751050854030865,3.2043132438677584,1.3480496789460097,1.3011819554609196,1.2089901882155731,0,0.0
35,15,10,11.940370370370376,1.2751851851851854,0.8114814814814816,1.970740740740741,0.5796296296296297,0.008643745820442028,0.005524945799622586,0.004952341969314178,0.0033141829807606764,0.002791105971678632,1.5202978275290917,1.4635271956604132,1.9325604074817264,1.2537399513980176,0.894624810118767,0.008616693059153342,0.005395346403103581,0.0041344854202485974,0.0030126369179758927,0.0008882076318619981,0,22,11,11.623931623931625,11.851851851851851,12.193732193732195,10.370370370370368,2.482481369541852,2.412842522622073,2.037282258992394,1.7703053544833245,4.94009984643688,0.9211319918924944,1.2199800140494546,6.297016895310932,2.4450665734882797,0.5359986534412079,1.3834163294870767,1.403763426367155,0,0.0
36,8,4,11.940370370370376,1.2751851851851854,2.3185185185185198,2.666296296296297,0.5796296296296297,0.013245045036070218,0.005060345160267386,0.003717412847048718,0.0033830478094343504,0.0029611480375731076,1.3962857360833425,1.1490007508016475,2.700987397833618,1.5271639278070666,1.1817269363251488,0.013153626603480037,0.004782885724821756,0.003027288674711697,0.0028774812261516264,0.001874702116946617,1,12,6,11.851851851851851,10.598290598290598,12.193732193732195,1.7094017094017095,4.065298125371677,1.8234050123490448,1.5940003123555249,1.5735775816991129,2.605432143529214,3.9396969935132944,1.6184163224662171,2.9076997568515623,4.0118108018551455,1.10915623596622,0.6149268042758829,1.4534875014243769,0,0.0
37,1,1,11.940370370370376,5.912222222222224,0.8114814814814816,12.751851851851852,1.2751851851851854,0.013639455396769494,0.002624572857252227,0.0019326580112613925,0.001591495269046066,0.0015323295641996512,1.3703880248189222,2.178038604668508,2.2436835104687605,1.4088889742206447,2.715414191281201,0.013620299686385279,0.0025400929187635564,0.0018936569301274868,0.0005116993622020789,0.0012105154024469778,1,18,8,11.851851851851851,10.598290598290598,12.307692307692307,1.0256410256410255,3.6481735328120046,1.5650705543466927,1.4768421583993387,1.4415597052991318,2.6544206380447832,6.581501599207911,1.5839569220813132,2.4995330602544064,3.588277901356017,1.2576076425943354,0.4022291415849288,1.2895220243772876,0,0.0
38,13,1,11.940370370370376,12.751851851851852,11.244814814814816,10.665185185185187,12.404074074074074,0.015727528341916753,0.003759398692544329,0.003432733299021732,0.003324012988750902,0.0032105690173705737,1.6268304487241068,1.929046697834352,2.6544348262094104,1.5608201662534642,2.662792453736856,0.015416213876168578,0.002774077648481409,0.0027433792571434465,0.002757091676639645,0.0017413923678606987,0,17,9,1.7094017094017095,3.532763532763533,2.7350427350427347,3.988603988603989,3.8380046722016163,2.750315924298865,2.3056226815849934,1.9950177558984707,2.4692764488324648,2.696558924134869,2.0935180437257586,1.7788528324113813,3.6838809609814067,2.7038940955262967,2.1623551755101715,1.2401400286316802,1,0.0
39,6,3,11.940370370370376,1.0433333333333334,1.2751851851851854,0.6955555555555557,1.970740740740741,0.014824445235416666,0.004673082022911545,0.00391991964596591,0.003878391253076704,0.0025520149093590915,1.4420611651236612,1.8305041622084044,3.5180160645546046,0.8419652464613012,0.928637335587874,0.014789213200130503,0.004553390153565374,0.003288406151223202,0.0017060341833046073,0.0011407335930250068,0,23,14,1.7094017094017095,11.623931623931625,7.635327635327635,10.370370370370368,2.7494277577907718,2.647683915375372,2.1149070298903725,2.006367742294632,2.676111794337229,4.214772911214581,2.5275632710755933,6.129469122613642,2.6284359135483606,2.61292596499432,1.9650302797647927,1.7312853957753576,0,0.0
